Kenteken,"As nummer","Aantal assen","Aangedreven as",Hefas,"Plaatscode as",Spoorbreedte,"Weggedrag code","Wettelijk toegestane maximum aslast","Technisch toegestane maximum aslast"
TD189D,1,2,,,V,163,,1280,
TD282D,1,2,,,V,148,,950,
TD545N,1,2,,,V,146,,930,
SZ259X,1,2,,,V,152,,945,945
TD473B,1,2,,,V,154,,1065,1065
TB986G,2,2,,,A,154,,1200,
TD413G,1,2,,,V,155,,1060,1060
TD997L,2,2,,,A,159,,1250,
TB014T,2,2,,,A,147,,750,750
TB447N,2,2,,,A,148,,800,800
V124RD,2,2,,,A,153,,1230,1230
TD216J,2,2,,,A,147,,750,750
TB605Z,1,2,,,V,155,,1015,1015
V085PZ,1,2,,,V,177,,1800,1800
TD505N,1,2,,,V,154,,965,
TD132G,1,2,,,V,139,,740,740
SP564G,1,2,,,V,175,,1600,
42BLB3,1,3,N,N,V,,,8000,8000
SV795J,1,2,,,V,155,,935,935
V149RB,1,2,,,V,162,,1610,1610
SH548X,2,2,,,A,147,,790,
TB941H,2,2,,,A,144,,780,780
48YD60,1,3,N,N,V,,,6000,6000
TD626D,1,2,,,V,154,,995,
SZ533T,1,2,,,V,150,,850,850
SZ606R,2,2,,,A,159,,1215,1215
TD182J,1,2,,,V,145,,810,810
83WSGP,2,2,,N,A,,,1250,1250
TD852D,1,2,,,V,151,,820,820
TB430Z,2,2,,,A,154,,1070,1070
TB016S,1,2,,,V,154,,835,835
TB987X,2,2,,,A,162,,980,980
TB877R,1,2,,,V,158,,1080,1080
V568PZ,2,2,,,A,177,,2250,2250
TB521P,1,2,,,V,153,,1020,1020
TB858P,2,2,,,A,160,,1294,1294
PZ224N,1,2,,,V,149,,895,
TB635B,2,2,,,A,150,,1040,1040
OR90KK,3,3,,N,A,,,9000,9000
SZ484H,2,2,,,A,154,,870,870
TB948K,2,2,,,A,141,,720,720
TB587Z,2,2,,,A,158,,1255,1255
PB389S,1,2,,,V,147,,1050,
TB728G,2,2,,,A,150,,965,965
TD408N,1,2,,,V,149,,825,
02WSSJ,1,1,,N,A,,,1800,1800
SJ749G,1,2,,,V,146,,850,850
TB019S,2,2,,,A,166,,1310,1310
TB537B,2,2,,,A,161,,1340,1340
TB552L,1,2,,,V,161,,1045,1045
58WSSR,2,2,,N,A,,,1350,1350
TB928K,1,2,,,V,143,,695,695
ST841F,2,2,,,A,150,,700,700
SN658F,1,2,,,V,149,,800,
TD609N,2,2,,,A,149,,860,
SZ627V,2,2,,,A,153,,930,930
V085PZ,2,2,,,A,177,,2250,2250
SZ956B,1,2,,,V,143,,695,695
TB134V,2,2,,,A,158,,1080,1080
SZ995J,1,2,,,V,143,,695,695
TB034K,1,2,,,V,150,,860,860
SL973L,1,2,,,V,149,,720,720
SZ937K,1,2,,,V,150,,860,860
TD923B,2,2,,,A,148,,765,
SZ606D,2,2,,,A,156,,1050,1050
SZ571Z,2,2,,,A,157,,1120,1120
TD026H,2,2,,,A,155,,1135,1135
V274PX,2,2,,,A,179,,2100,2100
TD397D,2,2,,,A,147,,770,
TD005G,1,2,,,V,154,,785,785
SZ558N,2,2,,,A,156,,970,970
SP616L,2,2,,,A,161,,1200,1200
TD252L,2,2,,,A,154,,1175,1175
TB821V,1,2,,,V,141,,710,710
36WSSP,1,1,,N,A,,,1300,1300
TB521J,2,2,,,A,156,,1080,1080
48YD79,1,2,,,V,170,,1900,
RP069P,1,2,,,V,155,,1080,1080
OR99KG,1,2,,N,A,,,10000,10000
TB855G,2,2,,,A,148,,800,800
TD223D,2,2,,,A,147,,780,
TD110N,1,2,,,V,148,,820,
TB579Z,1,2,,,V,161,,1095,1095
TD003N,1,2,,,V,156,,1150,
SZ106T,1,2,,,V,143,,695,695
TB815G,1,2,,,V,158,,1035,1035
RG497K,1,2,,,V,157,,920,
V906PL,1,2,,N,V,172,,1792,1792
SV753N,2,2,,,A,142,,695,695
TD257D,1,2,,,V,159,,1015,
TD011D,2,2,,,A,162,,1280,
OR57JD,3,3,,J,A,,,9000,9000
SZ700V,2,2,,,A,150,,950,950
TD388D,2,2,,,A,159,,1175,
54WSSN,2,2,,N,A,,,1750,1750
V343PV,2,2,,,A,162,,1800,1800
TB881P,1,2,,,V,153,,961,961
TD589F,2,2,,,A,161,,1200,1200
87WSSX,2,2,,N,A,,,9000,9000
SL606T,2,2,,,A,150,,700,700
V272PK,2,2,,N,A,176,,1590,1590
ZLVN88,1,2,,,,142,,855,855
SV634G,2,2,,,A,152,,850,850
SZ078P,1,2,,,V,164,,1175,1175
TB572Z,1,2,,,V,155,,1005,1005
TB482B,2,2,,,A,147,,830,830
18WSRD,2,2,,N,A,,,1000,1000
TD204N,2,2,,,A,157,,1090,
PV576Z,2,2,,,A,157,,1020,1020
TB408Z,2,2,,,A,142,,640,640
TB496V,2,2,,,A,154,,900,900
TD237B,2,2,,,A,151,,910,910
TB899D,1,2,,,V,153,,870,870
TB280X,1,2,,,V,154,,965,
SR234J,2,2,,,A,154,,760,760
TB881P,2,2,,,A,152,,867,867
SZ994K,2,2,,,A,151,,876,876
TB589N,2,2,,,A,150,,900,900
44BLB3,2,3,N,J,A,,,7500,7500
TB906R,1,2,,,V,146,,885,885
TB080T,2,2,,,A,157,,1000,1000
SZ586V,1,2,,,V,141,,710,710
SX252L,1,2,,,V,153,,1180,1180
TD285N,2,2,,,A,138,,785,
TB962L,1,2,,,V,149,,720,720
V126PT,2,2,,,A,163,,1500,1500
SX347D,1,2,,,V,181,,1850,
TB695P,2,2,,,A,144,,780,780
SZ795S,2,2,,,A,186,,1950,
TD402D,2,2,,,A,156,,970,
TD026N,2,2,,,A,157,,1140,
TB972Z,2,2,,,A,154,,940,940
TD582N,1,2,,,V,142,,695,
SZ562S,2,2,,,A,148,,785,
TD248N,2,2,,,A,176,,2250,
ST671H,1,2,,,V,142,,695,695
TB004K,1,2,,,V,153,,900,900
SZ722K,1,2,,,V,147,,900,900
SZ097V,1,2,,,V,148,,895,895
TB812B,1,2,,,V,153,,887,887
TB914Z,1,2,,,V,150,,860,860
TD242G,2,2,,,A,156,,1050,1050
TB738B,2,2,,,A,152,,867,867
SJ256R,1,2,,,V,151,,1000,
TB647G,2,2,,,A,142,,670,670
TB578Z,2,2,,,A,159,,1365,1365
V925PS,2,2,,N,A,153,,1230,1230
80WSSK,1,2,,N,A,,,1000,1000
TB038T,1,2,,,V,155,,1075,1075
RH011N,1,2,,,V,160,,1150,
TB026L,1,2,,,V,165,,1190,1190
TB026K,2,2,,,A,150,,880,880
TB592Z,1,2,,,V,155,,1100,1100
TD298N,1,2,,,V,144,,745,
TD127G,1,2,,,V,155,,1080,1080
VVTZ02,1,2,,N,V,,,1400,
TB959Z,1,2,,,V,159,,1110,1110
TB427Z,2,2,,,A,154,,1070,1070
TD164N,2,2,,,A,165,,1455,
V230NX,2,2,,N,A,174,,2250,2250
TB426N,2,2,,,A,156,,1080,1080
77WSSV,1,1,,N,A,,,1800,1800
TD911B,1,2,,,V,158,,1110,
TD207K,2,2,,,A,179,,2400,
SH139R,1,2,,,V,164,,1170,1170
TD675F,1,2,,,V,162,,1310,1310
TD467F,2,2,,,A,159,,1150,1150
TD595J,2,2,,,A,163,,1280,1280
TD578N,2,2,,,A,176,,2250,
TD339B,2,2,,,A,157,,935,935
V623PB,2,2,,,A,162,,1800,1800
SZ088B,2,2,,,A,141,,640,640
OR10HT,2,3,,N,A,,,9000,9000
TB037T,1,2,,,V,142,,790,
17WSSF,2,2,,N,A,,,1350,1350
RZ537B,1,2,,,V,156,,1000,1000
TD592D,2,2,,,A,157,,915,
V298RB,2,2,,,A,153,,1230,1230
TB564Z,1,2,,,V,155,,1015,1015
9VTX56,1,2,,N,V,164,,1550,
TB576Z,1,2,,,V,161,,1085,1085
RH836B,1,2,,,V,153,,887,
TB129T,2,2,,,A,157,,1000,1000
SJ460B,2,2,,,A,171,,1695,
TB791S,1,2,,,V,165,,1190,1190
TD729F,2,2,,,A,159,,1140,1140
V478PV,1,2,,,V,162,,1610,1610
ST260P,2,2,,,A,147,,605,605
SZ135J,1,2,,,V,141,,770,
ST953B,1,2,,,V,154,,1060,1060
V124RD,1,2,,,V,154,,1100,1100
TD113G,1,2,,,V,159,,1040,1040
TD981J,1,2,,,V,173,,1750,
TD689F,1,2,,,V,159,,1180,1180
SZ824S,1,2,,,V,153,,961,
V119PZ,1,2,,,V,177,,1800,1800
TB865S,2,2,,,A,140,,720,720
TD972D,2,2,,,A,151,,893,893
SZ098Z,1,2,,,V,162,,1140,1140
TB845G,2,2,,,A,148,,800,800
TB964X,2,2,,,A,154,,928,928
TB014T,1,2,,,V,146,,690,690
TD361N,2,2,,,A,147,,825,
SR395L,2,2,,,A,155,,850,
TB859P,2,2,,,A,160,,880,880
TB152Z,1,2,,,V,143,,600,600
57BLD3,2,2,J,N,A,,G,11500,13000
OR91KK,3,3,,N,A,,,9000,9000
TD923L,2,2,,,A,140,,850,
TB162T,2,2,,,A,159,,1100,1100
SZ255X,2,2,,,A,152,,840,840
V803NN,1,2,,N,V,171,,1850,1850
SZ620Z,1,2,,,V,153,,920,920
V847RB,1,2,,,V,151,,1200,1200
TB636Z,2,2,,,A,161,,1315,1315
SZ972J,2,2,,,A,142,,695,695
TB985R,1,2,,,V,158,,1060,1060
V978NG,1,2,,N,V,176,,1550,1550
V730PT,1,2,,N,V,162,,1585,1585
V791PX,1,2,,,V,175,,1850,1850
SX085D,1,2,,,V,160,,1160,1160
63BLB1,2,2,J,N,A,,G,11500,13000
OR90KK,1,3,,N,A,,,9000,9000
TB159K,2,2,,,A,155,,1045,1045
7SJR72,2,2,,,,149,,900,900
TD880K,1,2,,,V,141,,770,770
TD497B,1,2,,,V,141,,740,740
TB820R,1,2,,,V,151,,980,980
39WSRV,1,1,,N,A,,,1400,1400
SZ855R,2,2,,,A,157,,945,945
25WSTB,1,1,,N,A,,,1350,1350
SZ854F,1,2,,,V,143,,600,600
TB478B,2,2,,,A,147,,830,830
TD345D,2,2,,,A,154,,1235,
TB939R,2,2,,,A,148,,800,800
TD830B,1,2,,,V,164,,1300,1300
TB131Z,1,2,,,V,160,,1110,1110
RR483T,1,2,,,V,151,,830,
V669RB,2,2,,,A,153,,1240,1240
OR28JT,2,3,,N,A,,,9000,9000
SL875Z,2,2,,,A,151,,852,852
TB038K,2,2,,,A,148,,800,800
SX282J,1,2,,,V,158,,1080,1080
TD832B,2,2,,,A,163,,1050,1050
TB157K,1,2,,,V,146,,850,850
TD497B,2,2,,,A,142,,710,710
SZ702G,1,2,,,V,153,,920,920
TB569F,2,2,,,A,142,,695,695
SZ935K,1,2,,,V,150,,860,860
TB431Z,2,2,,,A,154,,1070,1070
TB462G,1,2,,,V,161,,1045,1045
TB843G,2,2,,,A,148,,800,800
TD631H,2,2,,,A,157,,900,900
67BKZ8,2,3,N,J,A,213,,7500,8000
SX315H,1,2,,,V,153,,1150,
TB556T,1,2,,,V,149,,720,720
SR672F,2,2,,,A,151,,990,990
RP210D,2,2,,,A,155,,1130,1130
99WSSV,1,1,,N,A,,,2160,2160
SH041D,2,2,,,A,160,,1080,1080
SZ851S,2,2,,,A,158,,1195,
75BKP2,3,3,J,N,A,,G,9500,10500
TB838G,2,2,,,A,164,,1490,1490
V915LP,2,2,N,,A,163,,1720,1720
TB288V,2,2,,,A,156,,1175,1175
TD157F,1,2,,,V,156,,1060,1060
SZ760H,2,2,,,A,157,,1090,1090
TB659P,1,2,,,V,160,,1210,1210
V778RB,2,2,,,A,153,,1240,1240
SZ700V,1,2,,,V,153,,870,870
V478PV,2,2,,,A,163,,1600,1600
SX559T,1,2,,,V,150,,859,859
SN398R,2,2,,,A,147,,790,790
V673PZ,1,2,,,V,177,,1800,1800
V644PS,1,2,,,V,173,,1750,1750
TD467J,2,2,,,A,159,,980,980
02ZPZD,1,2,,,,155,,930,930
SF310B,1,2,,,V,149,,835,
TB821G,2,2,,,A,161,,1260,1260
SX040Z,2,2,,,A,148,,765,
TD155F,2,2,,,A,158,,960,960
RZ605D,1,2,,,V,142,,830,830
TD494N,2,2,,,A,156,,1297,
SV863H,2,2,,,A,159,,1150,1150
TB627X,2,2,,,A,143,,790,
TD718F,2,2,,,A,154,,990,990
TD495B,2,2,,,A,161,,1080,1080
TD091B,1,2,,,V,151,,935,935
SB967K,1,2,,,V,155,,990,
TD926D,1,2,,,V,150,,805,805
TD218B,1,2,,,V,156,,1025,1025
TB038N,2,2,,,A,150,,700,700
TB282D,2,2,,,A,159,,1225,1225
SX790X,2,2,,,A,142,,670,
SZ361N,2,2,,,A,153,,960,
SZ807Z,2,2,,,A,155,,850,
TB486G,2,2,,,A,150,,760,760
SZ651S,1,2,,,V,142,,695,
TD680H,1,2,,,V,154,,1040,1040
TB038N,1,2,,,V,149,,720,720
TD009N,2,2,,,A,152,,870,
V488PX,1,2,,,V,162,,1600,1600
49WSNK,1,2,,N,A,,,1350,1350
TB804Z,1,2,,,V,139,,740,740
OR87KG,1,3,,J,A,,,10000,10000
V773RB,1,2,,,V,152,,1125,1125
OR31JT,3,3,,N,A,,,9000,9000
SZ459J,2,2,,,A,146,,825,825
43BLD4,2,5,N,N,V,,,8000,9000
67BKZ8,1,3,N,N,V,213,,8000,8000
TB015N,1,2,,,V,152,,920,920
TB241X,2,2,,,A,152,,867,
TB220P,1,2,,,V,152,,1100,
TB801Z,2,2,,,A,140,,720,720
TB057X,2,2,,,A,181,,2000,
TB987X,1,2,,,V,162,,1040,1040
SZ094Z,2,2,,,A,159,,1210,1210
TD443H,2,2,,,A,151,,852,852
TD273N,1,2,,,V,147,,900,
SZ054N,2,2,,,A,143,,790,
TB631Z,2,2,,,A,155,,945,945
SZ619G,1,2,,,V,157,,990,990
TB408Z,1,2,,,V,143,,680,680
TB886X,2,2,,,A,141,,640,640
TD766H,2,2,,,A,156,,1080,1080
SL491T,1,2,,,V,149,,720,720
64BLB3,2,3,N,J,A,,,4500,4500
TB283D,1,2,,,V,158,,950,950
7XFK05,1,2,,,,162,,1200,1200
69WRTD,2,2,,N,A,,,1000,1000
SZ098Z,2,2,,,A,164,,1370,1370
TD691K,1,2,,,V,158,,1120,1120
19BLD3,2,2,J,N,A,,A,5350,5350
TD542N,1,2,,,V,139,,770,
TB781P,2,2,,,A,149,,960,960
SX781T,2,2,,,A,163,,1270,1270
V018RD,1,2,,N,V,154,,1075,1075
TD550B,2,2,,,A,159,,1100,1100
TB674B,2,2,,,A,152,,851,851
TD568H,2,2,,,A,159,,1050,1050
SZ525R,2,2,,,A,149,,860,860
OR42KN,3,3,,N,A,,,9000,9000
TB413D,2,2,,,A,146,,825,825
84SNNJ,1,2,,,,143,,830,830
TB996T,1,2,,,V,158,,1080,1080
OR80KN,1,3,,J,A,,,9000,9000
V776RB,1,2,,,V,152,,1125,1125
TB973R,1,2,,,V,153,,990,990
SZ156X,2,2,,,A,140,,720,720
TD077J,2,2,,,A,152,,840,840
TB641H,2,2,,,A,156,,970,970
TD194N,1,2,,,V,147,,870,
66BKZ2,2,3,N,J,A,,,4500,4500
TB279X,2,2,,,A,146,,800,
SK904N,2,2,,,A,168,,1775,
OR78HR,2,2,,N,A,,,3350,3350
35WSFX,1,2,,N,A,,,1750,1750
TB572Z,2,2,,,A,156,,950,950
7XFK05,2,2,,,,162,,1090,1090
SX804T,1,2,,,V,158,,990,990
TB956J,2,2,,,A,156,,1120,1120
TD150N,1,2,,,V,154,,1220,
TB620Z,2,2,,,A,155,,915,915
TB124L,1,2,,,V,142,,700,700
TD495B,1,2,,,V,161,,1095,1095
TD489B,2,2,,,A,142,,710,710
V932PZ,1,2,,,V,173,,1575,1575
SZ733H,2,2,,,A,158,,955,955
V805PS,1,2,,,V,173,,1650,1650
SZ442G,1,2,,,V,146,,895,895
TB728G,1,2,,,V,153,,975,975
SV392V,2,2,,,A,142,,695,695
TD469N,1,2,,,V,155,,970,
TB262D,2,2,,,A,155,,945,945
85WSSX,1,2,,N,V,,,9000,9000
TB898B,1,2,,,V,150,,815,815
TB541B,2,2,,,A,157,,1075,1075
ST444D,1,2,,,V,147,,900,900
SV380R,1,2,,,V,152,,985,
SX260K,2,2,,,A,156,,1050,1050
TD705D,2,2,,,A,155,,900,900
V120PZ,2,2,,,A,179,,2100,2100
SZ562S,1,2,,,V,149,,850,
TD763K,1,2,,,V,161,,1190,1190
TD793K,1,2,,,V,156,,990,
TD615N,2,2,,,A,157,,850,
TD686F,1,2,,,V,159,,1170,1170
TD787H,2,2,,,A,142,,695,695
SV208K,2,2,,,A,156,,950,950
TD998B,1,2,,,V,159,,1200,
53WSTB,1,2,,N,V,,,9000,9000
TD317B,2,2,,,A,163,,1110,1110
TB598Z,1,2,,,V,155,,1015,1015
OR01JF,1,3,,J,A,,,9000,9000
63BKZ1,2,2,J,N,A,,G,11500,13000
SX598Z,2,2,,,A,157,,960,960
OR28JT,1,3,,N,A,,,9000,9000
TB609V,1,2,,,V,158,,1010,1010
TB947Z,2,2,,,A,156,,1290,1290
TB641B,1,2,,,V,150,,1120,1120
TD582N,2,2,,,A,141,,695,
TD312N,1,2,,,V,161,,1085,
SL250Z,2,2,,,A,157,,895,895
TB914Z,2,2,,,A,148,,800,800
TB245V,1,2,,,V,141,,710,710
TB789G,1,2,,,V,156,,1100,1100
NL238S,1,2,,,V,163,,1280,
TD071N,2,2,,,A,153,,1100,
SX692X,2,2,,,A,141,,695,
SX939Z,1,2,,,V,158,,1010,1010
SL167F,2,2,,,A,159,,1150,
RV275X,1,2,,,V,151,,859,
TD091B,2,2,,,A,149,,860,860
OR98KJ,3,3,,N,A,,,8000,8000
TD406N,1,2,,,V,149,,900,
V912LP,2,2,N,,A,163,,1720,1720
TB805Z,1,2,,,V,139,,740,740
TB691N,2,2,,,A,152,,970,970
V906PX,2,2,,,A,153,,1230,1230
TD993L,1,2,,,V,157,,915,
SZ153X,1,2,,,V,139,,740,740
TD218K,1,2,,,V,166,,1600,
TD316B,2,2,,,A,159,,1050,1050
TD168N,1,2,,,V,154,,1080,
V635RB,2,2,,,A,163,,1650,1650
TD417G,2,2,,,A,145,,800,800
TD392G,1,2,,,V,141,,710,710
TD492H,2,2,,,A,147,,830,830
TD795G,1,2,,,V,154,,1000,
TB915D,2,2,,,A,152,,980,980
TB263H,1,2,,,V,154,,1150,
22XFN7,1,2,,,,160,,1180,1180
ST258B,2,2,,,A,152,,835,835
TB584Z,2,2,,,A,155,,945,945
TD466B,1,2,,,V,154,,1065,1065
SZ640J,2,2,,,A,158,,940,940
TD265N,2,2,,,A,156,,1145,
SZ154J,1,2,,,V,169,,1500,
SX151T,1,2,,,V,151,,970,
TB750L,1,2,,,V,153,,915,915
SX356V,1,2,,,V,150,,860,860
TB901D,2,2,,,A,150,,950,950
SZ978Z,2,2,,,A,141,,780,
TD243B,1,2,,,V,146,,690,690
SZ493L,2,2,,,A,158,,960,960
14WSSH,1,2,,N,A,,,1350,1350
SV764D,2,2,,,A,154,,760,760
SZ669V,1,2,,,V,154,,980,980
TD255F,1,2,,,V,159,,1100,1100
TB986R,2,2,,,A,156,,1060,1060
SJ906L,1,2,,,V,154,,915,
SV753N,1,2,,,V,143,,695,695
TB026K,1,2,,,V,153,,920,920
53WSST,2,2,,N,A,,,1750,1750
SB873K,2,2,,,A,163,,1150,1150
SL120N,1,2,,,V,156,,1005,1005
SL624T,2,2,,,A,150,,700,700
96WSRS,1,1,,N,A,,,1550,1550
TB833P,2,2,,,A,152,,851,851
17BLD3,1,2,N,N,V,,,2500,2500
TD666H,1,2,,,V,147,,827,827
77WSPZ,2,3,,J,A,,,9000,9000
TD608N,2,2,,,A,155,,1090,
TD133N,2,2,,,A,148,,770,
TD745D,2,2,,,A,152,,760,760
TD540H,2,2,,,A,152,,890,890
23FPRV,1,2,,,,150,,840,840
TD712K,2,2,,,A,154,,995,995
TB820S,2,2,,,A,159,,1050,1050
OR78JY,1,3,,N,A,,,9000,9000
TB646D,1,2,,,V,157,,990,990
TB625L,1,2,,,V,162,,1140,1140
V906PX,1,2,,,V,154,,1075,1075
7SJR72,1,2,,,,148,,920,920
48YD60,3,3,N,J,A,,,8000,8000
TD110N,2,2,,,A,145,,800,
TB549P,1,2,,,V,156,,970,970
SV065J,2,2,,,A,147,,1180,
TD141N,2,2,,,A,198,,2000,
TD790H,2,2,,,A,142,,695,695
V993PR,1,2,,,V,152,,1080,1080
TD290H,1,2,,,V,143,,600,600
V147RB,1,2,,,V,162,,1610,1610
TB872R,2,2,,,A,141,,650,650
TD084N,2,2,,,A,155,,970,
SZ242R,2,2,,,A,159,,1050,1050
SZ096V,2,2,,,A,146,,825,825
99WSNL,1,2,,N,A,,,1000,1000
TD695D,1,2,,,V,146,,895,895
36XVPX,1,2,,,,156,,980,980
TB768G,1,2,,,V,150,,860,860
TD557B,1,2,,,V,162,,1140,1140
TB683F,2,2,,,A,163,,1070,1070
TB444Z,2,2,,,A,161,,1330,1330
TD078J,1,2,,,V,155,,1030,1030
SV597S,1,2,,,V,150,,860,860
TD531N,2,2,,,A,156,,1100,
43BLB3,3,3,J,N,A,,G,11500,11500
TB603D,1,2,,,V,158,,990,990
SZ567Z,2,2,,,A,150,,980,980
OR35JT,3,3,,N,A,,,9000,9000
TD001N,1,2,,,V,142,,695,
SX724Z,1,2,,,V,158,,1030,1030
98BKRR,1,2,,N,V,173,,1400,
SR672F,1,2,,,V,154,,1000,1000
80WSPZ,1,3,,N,V,,,10000,10000
SZ961Z,1,2,,,V,156,,965,
RS574H,1,2,,,V,159,,1050,
V517PP,2,2,,N,A,179,,2000,2000
PH959H,1,2,,,V,147,,1000,
TB264Z,1,2,,,V,146,,950,950
TB647B,2,2,,,A,150,,1040,1040
SZ595R,2,2,,,A,156,,940,940
TB208H,1,2,,,V,142,,830,
SZ390H,1,2,,,V,162,,1140,1140
V914LP,1,2,J,,V,162,,1710,1710
V815PS,1,2,,,V,176,,1750,1750
V483RB,1,2,,,V,154,,1075,1075
SX538F,1,2,,,V,156,,1110,1110
TD832B,1,2,,,V,159,,1000,1000
TB933R,1,2,,,V,156,,1020,1020
TB048Z,2,2,,,A,160,,1294,1294
SZ062F,1,2,,,V,155,,1010,
TD381N,2,2,,,A,152,,1180,
PT799L,2,2,,,A,156,,1050,
TD910B,1,2,,,V,148,,920,
V173PV,1,2,,,V,162,,1585,1585
TB856V,1,2,,,V,159,,1060,1060
V859PX,1,2,,,V,177,,1800,1800
TD065B,1,2,,,V,159,,1200,1200
TB552R,2,2,,,A,155,,915,915
TB240V,1,2,,,V,141,,710,710
TB873R,1,2,,,V,150,,910,910
TB094H,2,2,,,A,153,,1000,
SZ580S,2,2,,,A,148,,765,
SV496H,2,2,,,A,156,,965,965
TB883J,1,2,,,V,158,,1065,1065
V614PP,1,2,,,V,152,,1080,1080
RZ327S,2,2,,,A,148,,765,
TB072J,1,2,,,V,150,,859,859
SZ867R,1,2,,,V,150,,940,940
TB302V,2,2,,,A,148,,750,750
SL482T,2,2,,,A,150,,700,700
V125PT,1,2,,,V,162,,1610,1610
V985RB,1,2,,,V,162,,1585,1585
TD697D,2,2,,,A,152,,1010,1010
TB228Z,2,2,,,A,158,,995,995
66BKZ8,1,3,N,N,V,213,,8000,8000
TD498D,1,2,,,V,155,,920,
OR91KK,1,3,,N,A,,,9000,9000
TD269B,2,2,,,A,153,,1200,1200
SZ320X,1,2,,,V,160,,1130,1130
TB816P,1,2,,,V,156,,1070,1070
TD845D,1,2,,,V,151,,820,820
TD587D,2,2,,,A,142,,790,
SZ678H,1,2,,,V,150,,900,900
SZ274R,1,2,,,V,158,,950,950
TB816P,2,2,,,A,156,,950,950
TD923L,1,2,,,V,141,,850,
63WSRX,2,2,,N,A,,,1750,1750
TD745K,1,2,,,V,159,,955,955
SX323S,1,2,,,V,139,,740,740
SN111S,2,2,,,A,142,,705,
TB885J,2,2,,,A,149,,850,850
TB082F,2,2,,,A,150,,980,980
TD164N,1,2,,,V,164,,1290,
TD374N,2,2,,,A,152,,840,
TB635N,2,2,,,A,152,,930,930
TD015N,1,2,,,V,175,,1750,
V956RB,1,2,,,V,162,,1585,1585
65WSHD,1,2,,N,A,,,1200,1200
RZ602V,1,2,,,V,152,,920,920
TD590N,2,2,,,A,157,,880,
TD464B,2,2,,,A,154,,995,995
SZ930R,2,2,,,A,152,,840,840
TB041L,1,2,,,V,160,,1130,1130
30WSSG,1,2,,N,A,,,1000,1000
TD580H,1,2,,,V,159,,995,995
SX454R,1,2,,,V,154,,965,965
TB586Z,2,2,,,A,155,,945,945
PT799L,1,2,,,V,159,,1350,
SV795J,2,2,,,A,154,,1070,1070
66WSSR,1,2,,N,A,,,1750,1750
SH065D,2,2,,,A,152,,980,980
SX701L,1,2,,,V,181,,1850,1850
TB333X,1,2,,,V,160,,1225,
TD616B,1,2,,,V,154,,1150,1150
V614PS,2,2,,,A,163,,1650,1650
OR32JT,1,3,,N,A,,,9000,9000
SJ447T,1,2,,,V,155,,870,
TB583Z,1,2,,,V,157,,995,995
TB004K,2,2,,,A,152,,980,980
V777RB,1,2,,,V,152,,1125,1125
SN945P,1,2,,,V,154,,1220,1220
48WSNK,2,2,,N,A,,,1000,1000
TB095F,2,2,,,A,148,,770,770
TB077F,1,2,,,V,153,,910,910
TD511N,2,2,,,A,155,,1140,
SX673D,2,2,,,A,136,,640,
OR77KB,1,2,,N,A,,,9000,9000
TD518D,1,2,,,V,156,,985,
TB636Z,1,2,,,V,162,,1115,1115
PS200X,1,2,,,V,155,,980,
SV613F,1,2,,,V,156,,945,
TB264Z,2,2,,,A,146,,950,950
PZ200K,2,2,,,A,151,,1075,
SX821X,2,2,,,A,142,,640,
TD505N,2,2,,,A,154,,865,
SZ620G,1,2,,,V,150,,950,950
SX348H,1,2,,,V,158,,1080,
TB206N,1,2,,,V,153,,900,900
SZ567Z,1,2,,,V,153,,910,910
29WSSL,2,2,,N,A,,,1000,1000
TB129Z,2,2,,,A,160,,1294,1294
TD955F,1,2,,,V,150,,850,850
SV867Z,1,2,,,V,152,,1175,1175
SX130P,2,2,,,A,155,,1065,
SX043H,2,2,,,A,158,,1120,
V891NV,1,2,,,V,162,,1550,1550
TB159K,1,2,,,V,156,,1015,1015
SV754X,2,2,,,A,157,,1090,
TD008J,1,2,,,V,150,,860,860
TB888J,1,2,,,V,156,,1055,1055
56VVZ4,2,2,,N,A,171,,2250,
OR29JT,1,3,,N,A,,,9000,9000
TB130Z,1,2,,,V,160,,1110,1110
TD812B,1,2,,,V,171,,1470,1470
SP564G,2,2,,,A,172,,1760,
V637RB,2,2,,,A,163,,1650,1650
TD955F,2,2,,,A,149,,815,815
TD622L,2,2,,,A,159,,1040,1040
TB899D,2,2,,,A,150,,950,950
TB914D,2,2,,,A,152,,980,980
SV186B,2,2,,,A,157,,1060,
TB017K,2,2,,,A,149,,815,815
V825NL,2,2,,N,A,174,,1769,1769
TD993L,2,2,,,A,157,,765,
TB637Z,2,2,,,A,159,,1190,1190
SZ252X,1,2,,,V,157,,1060,1060
SZ480L,2,2,,,A,140,,720,720
SZ494Z,2,2,,,A,146,,780,
TB571J,2,2,,,A,155,,945,945
SZ101V,2,2,,,A,156,,1080,1080
TB718G,1,2,,,V,143,,730,730
98BKRR,2,2,,N,A,170,,1400,
TD319B,1,2,,,V,160,,1130,1130
TB253L,1,2,,,V,154,,1065,1065
SZ147P,1,2,,,V,153,,887,887
TD987D,1,2,,,V,150,,780,780
TD222K,1,2,,,V,173,,1500,
TB973S,2,2,,,A,154,,870,870
TD883F,1,2,,,V,147,,850,850
V914LP,2,2,N,,A,163,,1720,1720
TB703P,2,2,,,A,160,,1294,1294
TB745S,1,2,,,V,146,,690,690
SV364B,2,2,,,A,156,,1120,
SV475J,1,2,,,V,142,,695,
TD054N,2,2,,,A,152,,900,
